noetion_dsh-jev|129|js,|8|3|3|5|1|0.92(x4) 0.99(x2) 0.84(x2) 
noplan-inc_limpet|263|py,|2|0|0|3|1|0.42(x8) 0.62(x6) 0.60(x6) 
nshkrdotcom_typesafe_sdk|1523|ex,|22|0|0|15|1|0.90(x5) 0.91(x3) 0.85(x3) 
olanotolu_jevbetter|132||0|0|0|0|1|0.99(x4) 0.95(x4) 0.91(x2) 
pZacca_askjev|316|js,ts,|12|4|0|1|1|0.95(x4) 0.93(x4) 0.88(x4) 
paulobueno164_jev-mcts|566|js,ts,|0|1|1|0|1|0.25(x9) 0.99(x7) 0.45(x3) 
pekth_draftpulse|39|js,ts,|2|0|1|0|0|0.15(x8) 0.55(x7) 0.35(x2) 
phyous_tsai-sc|318||2|0|0|2|1|0.25(x6) 0.15(x6) 0.99(x5) 
pithings_advocaat|309|js,ts,|8|5|0|3|1|0.95(x2) 0.85(x2) 0.75(x2) 
piyush97_focus-tube|163||2|0|0|1|0|0.82(x1) 
qkal_Canny|234|js,|6|0|0|3|1|0.97(x1) 0.95(x1) 
raihankhan-rk_diffjury|104|js,ts,|4|2|0|0|0|0.65(x1) 0.55(x1) 
ranjan2829_AskJev|102|js,|7|2|0|11|1|0.65(x11) 0.92(x2) 0.85(x1) 
rashedInt32_jev-gates|152|js,|0|0|0|2|1|0.97(x2) 0.96(x1) 0.94(x1) 
rashedInt32_jev-mcp|261|js,|3|0|0|1|1|
reachjalil_jev-tree|118|js,|0|1|0|0|1|0.14(x4) 0.15(x2) 0.99(x1) 
realZachi_pg-jev|154|js,|2|0|0|4|1|
realZachi_typesafe-adblock|113|js,|2|0|0|5|1|0.95(x1) 0.70(x1) 0.62(x1) 
rhc98_awesome-jev|174|js,|6|0|0|5|0|0.89(x1) 0.46(x1) 0.45(x1) 
romaluev_jev-ego|162|js,ts,|0|3|0|1|1|0.32(x3) 0.98(x2) 0.27(x2) 
rorshopping_jev-on-a-laptop|144||20|0|0|0|0|0.90(x23) 0.70(x10) 0.99(x5) 
shantanugoel_ask-jev-skill|26||4|0|0|3|0|0.55(x4) 0.85(x3) 
shantanugoel_mario-jev|194||3|1|0|0|1|
sharziki_semdecide|225||8|0|0|1|1|0.70(x8) 0.90(x3) 0.86(x3) 
shiftynick_jev-axi|360|js,ts,|34|9|1|3|1|0.45(x14) 0.75(x13) 0.95(x8) 
sio-funmatsu_fmjev|131||4|0|0|0|1|0.95(x2) 0.25(x2) 0.49(x1) 
sosopop_jev_stock|235|js,py,|0|0|0|1|1|0.68(x4) 0.52(x4) 0.20(x2) 
sriganesh_jevibe-check|85|js,|0|2|0|4|1|
standardagents_jevpilot|54|js,|0|1|0|2|1|0.25(x2) 
stephanj_parallelConstraintDecoding|450||0|1|0|0|1|0.75(x4) 0.99(x2) 0.32(x1) 
stillroom_agent-workflow-lab|164|py,|3|1|0|0|1|0.60(x7) 0.97(x3) 0.99(x2) 
suraj-phanindra_wellposed|293|js,|3|0|0|2|1|0.96(x1) 0.94(x1) 0.93(x1) 
tamaratran_fast-jev-compaction|191|js,|6|1|1|3|1|0.25(x5) 0.90(x2) 0.45(x2) 
thruwire_foreman|316||4|0|0|1|1|0.95(x12) 0.80(x8) 0.99(x7) 
tontoko_jev-browser|65|js,|0|5|0|0|1|
tonyzdev_PiJ|157|js,|9|7|0|3|1|0.85(x9) 0.33(x6) 0.95(x3) 
tumf_jev-cli|282||7|0|0|2|1|0.98(x1) 
typesafe-ai_skills|42||1|0|0|0|0|
typesafe-ai_typesafe-sdk-js|38|js,ts,|14|5|0|3|1|0.25(x3) 
typesafe-ai_typesafe-sdk-python|36||18|9|6|7|1|0.98(x5) 0.37(x4) 0.75(x2) 
typesafeainate_dspy-typesafeify|113||4|3|3|0|1|0.15(x9) 0.75(x8) 0.50(x8) 
typesend_typesafe_ai|337|ex,|9|0|0|5|1|0.92(x7) 0.85(x6) 0.65(x4) 
vinilana_jev-eval-agent|157|js,|3|0|0|0|0|0.99(x2) 0.75(x1) 0.21(x1) 
vinnylarouge_jevlike|132||0|0|0|0|1|0.15(x5) 0.75(x4) 0.99(x2) 
virtual-context_virtual-context|503|ex,|12|0|1|2|1|0.35(x62) 0.15(x58) 0.25(x55) 
vlad-terin_jev-browser|157|js,|0|0|0|1|1|0.67(x11) 0.33(x11) 0.75(x8) 
wundercorp_loki|219|ex,js,py,|7|13|5|2|1|0.25(x317) 0.75(x262) 0.15(x226) 
y0usaf_pi-jev|181|js,|6|3|0|2|0|0.85(x7) 0.99(x6) 0.90(x6) 
yangzhou-chaofan_awesome-jev-prompt|133||4|0|0|0|0|0.93(x1) 0.87(x1) 0.60(x1) 
yibie_awesome-jev|212||0|0|0|0|0|
youshinh_md-memo|143|go,|1|0|0|0|1|
zefir1990_openjev-experiments|144|py,|0|0|0|0|0|0.87(x4) 0.90(x3) 0.89(x1) 
zhihz_openjev|190|js,|0|0|0|0|1|0.18(x5) 0.19(x2) 0.14(x2) 
zhirschtritt_typesafe-go|109|go,js,|10|1|1|2|1|
zsoXi_FeedGate|104|js,|8|0|0|9|1|0.88(x3) 0.85(x3) 0.98(x2) 
